# time       norm          energy        x_avg        sx          
0.000000e+00 1.000000e+00  3.922500e+04 -1.000000e+00 7.071068e-02
1.000000e-04 1.000000e+00  3.922500e+04 -9.720000e-01 7.071421e-02
2.000000e-04 1.000000e+00  3.922500e+04 -9.440000e-01 7.072482e-02
3.000000e-04 1.000000e+00  3.922500e+04 -9.160000e-01 7.074249e-02
4.000000e-04 1.000000e+00  3.922500e+04 -8.880000e-01 7.076722e-02
5.000000e-04 1.000000e+00  3.922500e+04 -8.600000e-01 7.079901e-02
6.000000e-04 1.000000e+00  3.922500e+04 -8.320000e-01 7.083784e-02
7.000000e-04 1.000000e+00  3.922500e+04 -8.040000e-01 7.088371e-02
8.000000e-04 1.000000e+00  3.922500e+04 -7.760000e-01 7.093659e-02
9.000000e-04 1.000000e+00  3.922500e+04 -7.480000e-01 7.099648e-02
1.000000e-03 1.000000e+00  3.922500e+04 -7.200000e-01 7.106335e-02
1.100000e-03 1.000000e+00  3.922500e+04 -6.920000e-01 7.113719e-02
1.200000e-03 1.000000e+00  3.922500e+04 -6.640000e-01 7.121798e-02
1.300000e-03 1.000000e+00  3.922500e+04 -6.360000e-01 7.130568e-02
1.400000e-03 1.000000e+00  3.922500e+04 -6.080000e-01 7.140028e-02
1.500000e-03 1.000000e+00  3.922500e+04 -5.800000e-01 7.150175e-02
1.600000e-03 1.000000e+00  3.922500e+04 -5.520000e-01 7.161006e-02
1.700000e-03 1.000000e+00  3.922500e+04 -5.240000e-01 7.172517e-02
1.800000e-03 1.000000e+00  3.922500e+04 -4.960000e-01 7.184706e-02
1.900000e-03 1.000000e+00  3.922500e+04 -4.680000e-01 7.197569e-02
2.000000e-03 1.000000e+00  3.922500e+04 -4.400000e-01 7.211103e-02
2.100000e-03 1.000000e+00  3.922500e+04 -4.120000e-01 7.225303e-02
2.200000e-03 1.000000e+00  3.922500e+04 -3.840000e-01 7.240165e-02
2.300000e-03 1.000000e+00  3.922500e+04 -3.560000e-01 7.255686e-02
2.400000e-03 1.000000e+00  3.922500e+04 -3.280000e-01 7.271851e-02
2.500000e-03 1.000000e+00  3.922501e+04 -3.000002e-01 7.288620e-02
2.600000e-03 1.000000e+00  3.922506e+04 -2.720009e-01 7.305830e-02
